,Price,Ampirion Load Forecast,PV+Wind Forecast
2014-11-01 11:00:00,24.96,22110.0,14441.023999999998
2014-11-01 12:00:00,25.32,22230.5,14568.393
2014-11-01 13:00:00,21.38,21704.75,13135.41575
2014-11-01 14:00:00,21.14,21367.5,10380.44225
2014-11-01 15:00:00,27.02,20933.5,6778.855750000001
2014-11-01 16:00:00,30.41,20672.5,3988.8425
2014-11-01 17:00:00,43.79,21910.25,3913.631
2014-11-01 18:00:00,45.92,22523.5,4638.5075
2014-11-01 19:00:00,44.0,22329.0,5167.185
2014-11-01 20:00:00,31.92,21503.5,5423.6425
2014-11-01 21:00:00,26.97,20848.5,5573.2925
2014-11-01 22:00:00,29.01,20132.75,5673.5825
2014-11-01 23:00:00,19.75,18796.0,5773.855
2014-11-02 00:00:00,15.01,16953.25,5905.695
2014-11-02 01:00:00,14.64,16255.5,6012.8125
2014-11-02 02:00:00,13.03,15987.0,5924.635
2014-11-02 03:00:00,10.78,16017.75,5863.51
2014-11-02 04:00:00,11.65,16203.25,5917.7975
2014-11-02 05:00:00,11.88,16236.25,6005.3
2014-11-02 06:00:00,12.98,16381.5,6105.89925
2014-11-02 07:00:00,13.55,16951.0,6693.23375
2014-11-02 08:00:00,14.31,17885.75,9357.911
2014-11-02 09:00:00,15.1,18943.25,12796.48475
2014-11-02 10:00:00,15.9,19891.5,15560.84025
2014-11-02 11:00:00,16.9,20578.75,17039.521249999998
2014-11-02 12:00:00,17.31,20744.75,17303.145
2014-11-02 13:00:00,16.64,20268.0,15961.5475
2014-11-02 14:00:00,14.69,19736.0,13199.2015
2014-11-02 15:00:00,15.05,19461.0,9652.98925
2014-11-02 16:00:00,20.2,19478.0,6982.7567500000005
2014-11-02 17:00:00,30.03,20941.25,7265.117
2014-11-02 18:00:00,30.92,21624.75,8454.04
2014-11-02 19:00:00,29.42,21356.75,9574.9
2014-11-02 20:00:00,21.65,20484.75,10379.7225
2014-11-02 21:00:00,15.09,19787.0,10891.715
2014-11-02 22:00:00,14.63,19335.5,11244.385
2014-11-02 23:00:00,9.96,18168.0,11429.37
2014-11-03 00:00:00,10.83,17435.75,12257.1925
2014-11-03 01:00:00,4.63,16929.0,12629.755
2014-11-03 02:00:00,3.65,16820.75,13184.06
2014-11-03 03:00:00,0.12,17051.0,13850.58
2014-11-03 04:00:00,2.58,17724.25,14248.59
2014-11-03 05:00:00,10.04,19121.75,14279.3975
2014-11-03 06:00:00,28.97,22339.5,14157.272
2014-11-03 07:00:00,39.8,24703.25,14393.16325
2014-11-03 08:00:00,37.43,25613.25,16445.304
2014-11-03 09:00:00,30.65,25852.75,19413.411
2014-11-03 10:00:00,30.06,26333.5,21996.381500000003
2014-11-03 11:00:00,30.88,26783.0,23416.352
2014-11-03 12:00:00,29.81,26810.25,23179.9025
2014-11-03 13:00:00,31.62,26812.25,21517.723
2014-11-03 14:00:00,32.64,26424.5,18829.003
2014-11-03 15:00:00,38.58,26135.75,15984.476750000002
2014-11-03 16:00:00,40.47,25856.5,14482.0645
2014-11-03 17:00:00,45.35,26603.0,15137.063
2014-11-03 18:00:00,44.96,26525.25,16258.9525
2014-11-03 19:00:00,34.84,26108.5,17221.0625
2014-11-03 20:00:00,26.04,24617.25,17728.9925
2014-11-03 21:00:00,17.57,23452.75,17755.205
2014-11-03 22:00:00,14.17,21999.25,17346.6575
2014-11-03 23:00:00,7.55,20297.75,16466.43
2014-11-04 00:00:00,7.93,18376.5,15009.725
2014-11-04 01:00:00,5.61,17813.75,14208.2025
2014-11-04 02:00:00,6.99,17658.0,13377.345
2014-11-04 03:00:00,12.45,17894.0,12728.07
2014-11-04 04:00:00,12.63,18407.75,12146.9675
2014-11-04 05:00:00,18.76,19534.75,11583.2275
2014-11-04 06:00:00,31.4,22456.5,11022.68125
2014-11-04 07:00:00,39.28,24609.0,10953.427
2014-11-04 08:00:00,35.91,25322.25,12470.97175
2014-11-04 09:00:00,31.43,25391.0,14523.31175
2014-11-04 10:00:00,30.44,25797.0,15996.38625
2014-11-04 11:00:00,31.29,26194.0,16220.4335
2014-11-04 12:00:00,31.27,26224.5,15400.89075
2014-11-04 13:00:00,32.59,26226.5,13443.457
2014-11-04 14:00:00,41.41,25802.75,10797.90125
2014-11-04 15:00:00,46.41,25505.75,7937.04825
2014-11-04 16:00:00,46.97,25290.0,5882.75
2014-11-04 17:00:00,57.47,26068.5,5038.16275
2014-11-04 18:00:00,62.19,26050.0,4428.2225
2014-11-04 19:00:00,55.04,25668.75,3940.0425
2014-11-04 20:00:00,45.96,24203.75,3471.92
2014-11-04 21:00:00,40.58,22968.0,3053.44
2014-11-04 22:00:00,31.29,21495.0,2684.6275
2014-11-04 23:00:00,28.19,19854.75,2434.8425
2014-11-05 00:00:00,30.36,18533.0,2027.1375
2014-11-05 01:00:00,28.37,17987.25,2205.84
2014-11-05 02:00:00,26.7,17748.25,2402.03
2014-11-05 03:00:00,25.98,18035.25,2449.0125
2014-11-05 04:00:00,27.19,18538.5,2361.1075
2014-11-05 05:00:00,30.71,19610.25,2253.86
2014-11-05 06:00:00,43.36,22591.0,2163.4965
2014-11-05 07:00:00,53.75,24727.25,2278.2045
2014-11-05 08:00:00,51.97,25453.25,3285.0337500000005
2014-11-05 09:00:00,53.57,25441.25,4751.0725
2014-11-05 10:00:00,51.72,25722.0,5933.72725
2014-11-05 11:00:00,52.55,25988.5,6501.91975
2014-11-05 12:00:00,52.64,25910.5,6430.7185
2014-11-05 13:00:00,53.5,25762.0,5737.5845
2014-11-05 14:00:00,51.15,25339.5,4609.904
2014-11-05 15:00:00,51.46,25041.5,3398.378
2014-11-05 16:00:00,53.5,24750.5,2606.3035
2014-11-05 17:00:00,61.3,25724.5,2523.612
2014-11-05 18:00:00,69.84,25950.0,2667.2325
2014-11-05 19:00:00,55.09,25434.5,2867.485
2014-11-05 20:00:00,52.43,24140.0,3052.075
2014-11-05 21:00:00,44.9,22899.75,3265.685
2014-11-05 22:00:00,34.01,21522.0,3355.1975
2014-11-05 23:00:00,29.47,19902.5,3368.45
2014-11-06 00:00:00,31.09,18875.25,1761.5875
2014-11-06 01:00:00,31.06,18316.25,1798.135
2014-11-06 02:00:00,30.22,18153.25,1852.735
2014-11-06 03:00:00,30.21,18407.25,1956.64
2014-11-06 04:00:00,31.02,18927.5,2046.2375
2014-11-06 05:00:00,32.99,20038.75,2082.2675
2014-11-06 06:00:00,46.31,22968.5,2158.286
2014-11-06 07:00:00,55.66,25082.0,2230.3120000000004
2014-11-06 08:00:00,60.56,25761.75,2775.05575
2014-11-06 09:00:00,60.06,25866.5,4083.0095
2014-11-06 10:00:00,60.42,26255.5,5418.759
2014-11-06 11:00:00,60.08,26655.0,6149.685
2014-11-06 12:00:00,55.41,26665.5,6240.681500000001
2014-11-06 13:00:00,53.75,26591.0,5600.3150000000005
2014-11-06 14:00:00,53.5,26180.5,4434.546
2014-11-06 15:00:00,53.96,25872.5,3041.739
2014-11-06 16:00:00,55.98,25697.5,2034.57375
2014-11-06 17:00:00,63.72,26512.75,1905.44075
2014-11-06 18:00:00,77.92,26426.5,2120.5475
2014-11-06 19:00:00,63.5,25964.75,2447.4225
2014-11-06 20:00:00,54.92,24549.5,2759.07
2014-11-06 21:00:00,45.94,23289.0,3042.3975
2014-11-06 22:00:00,40.35,21903.25,3248.3875
2014-11-06 23:00:00,31.02,20290.0,3399.37
2014-11-07 00:00:00,29.88,19193.25,2631.1575
2014-11-07 01:00:00,27.86,18593.75,2733.175
2014-11-07 02:00:00,26.7,18383.0,2826.3175
2014-11-07 03:00:00,25.91,18636.25,2938.8375
2014-11-07 04:00:00,26.81,19126.75,3138.5425
2014-11-07 05:00:00,26.7,20181.25,3449.12
2014-11-07 06:00:00,34.76,22948.25,3818.39625
2014-11-07 07:00:00,49.04,25016.0,4436.06225
2014-11-07 08:00:00,50.4,25841.5,6446.035
2014-11-07 09:00:00,46.19,26039.5,9270.28875
2014-11-07 10:00:00,44.94,26440.25,11824.6375
2014-11-07 11:00:00,36.16,26666.0,13476.9385
2014-11-07 12:00:00,33.07,26555.5,13895.93975
2014-11-07 13:00:00,32.32,26216.5,13043.845
2014-11-07 14:00:00,32.78,25691.5,11051.899
2014-11-07 15:00:00,35.68,25373.75,8534.17275
2014-11-07 16:00:00,38.08,25197.75,7182.828
2014-11-07 17:00:00,46.0,26093.0,7676.7875
2014-11-07 18:00:00,45.38,26080.0,8574.5925
2014-11-07 19:00:00,43.4,25226.75,9236.51
2014-11-07 20:00:00,31.25,23767.25,9445.595
2014-11-07 21:00:00,30.0,22617.25,9475.115
2014-11-07 22:00:00,29.82,21546.25,9267.18
2014-11-07 23:00:00,24.97,20227.0,8975.065
2014-11-08 00:00:00,18.46,18837.75,9150.4025
2014-11-08 01:00:00,14.69,18153.0,8834.84
2014-11-08 02:00:00,17.85,17818.0,8545.6225
2014-11-08 03:00:00,18.47,17880.0,8317.7875
2014-11-08 04:00:00,17.78,18043.0,8289.1025
2014-11-08 05:00:00,18.65,18154.5,8309.36
2014-11-08 06:00:00,21.96,18701.25,8227.90125
2014-11-08 07:00:00,26.14,19830.5,8291.57575
2014-11-08 08:00:00,28.22,21062.75,9564.521
2014-11-08 09:00:00,29.44,22068.25,11824.4465
2014-11-08 10:00:00,28.86,22703.25,13988.0775
2014-11-08 11:00:00,28.42,22815.5,15365.97175
2014-11-08 12:00:00,26.27,22663.5,15218.63825
2014-11-08 13:00:00,26.26,22201.5,13703.36825
2014-11-08 14:00:00,28.84,21671.25,10804.71225
2014-11-08 15:00:00,31.86,21457.5,7279.34525
2014-11-08 16:00:00,32.77,21523.0,4685.31525
2014-11-08 17:00:00,42.19,22732.75,4370.06325
2014-11-08 18:00:00,51.91,23008.25,4615.89
2014-11-08 19:00:00,44.78,22303.0,4826.5025
2014-11-08 20:00:00,30.39,21011.5,4958.67
2014-11-08 21:00:00,29.81,20162.5,4962.175
2014-11-08 22:00:00,28.91,19536.75,4967.0125
2014-11-08 23:00:00,24.8,18477.25,5046.7775
2014-11-09 00:00:00,21.42,16871.5,5538.1675
2014-11-09 01:00:00,19.06,16176.25,5652.7375
2014-11-09 02:00:00,15.97,15843.5,5768.0375
2014-11-09 03:00:00,13.99,15872.0,5943.405
2014-11-09 04:00:00,13.99,15976.75,6225.5925
2014-11-09 05:00:00,14.1,15930.75,6574.8975
2014-11-09 06:00:00,12.63,16009.0,6826.871
2014-11-09 07:00:00,14.04,16647.5,7057.08275
2014-11-09 08:00:00,15.93,17646.25,8412.53775
2014-11-09 09:00:00,19.0,18677.25,10665.18475
2014-11-09 10:00:00,23.91,19565.5,12527.07075
2014-11-09 11:00:00,25.28,20310.25,13382.07325
2014-11-09 12:00:00,24.77,20369.75,13026.89975
2014-11-09 13:00:00,25.08,19800.25,11431.19025
2014-11-09 14:00:00,25.01,19295.75,8906.057999999999
2014-11-09 15:00:00,26.16,19091.5,5936.192
2014-11-09 16:00:00,28.24,19197.0,4078.6005
2014-11-09 17:00:00,35.39,20610.0,3935.38625
2014-11-09 18:00:00,41.41,21320.5,4138.39
2014-11-09 19:00:00,36.84,21071.0,4180.365
2014-11-09 20:00:00,30.52,20203.5,4031.0375
2014-11-09 21:00:00,30.01,19580.25,3731.0325
2014-11-09 22:00:00,29.41,19195.0,3492.895
2014-11-09 23:00:00,25.25,17979.5,3412.19
2014-11-10 00:00:00,25.21,17236.5,3203.035
2014-11-10 01:00:00,24.25,16724.25,2890.3475
2014-11-10 02:00:00,24.76,16591.75,2598.6075
2014-11-10 03:00:00,23.91,16830.75,2422.4975
2014-11-10 04:00:00,24.08,17425.25,2330.6825
2014-11-10 05:00:00,25.63,18719.75,2360.405
2014-11-10 06:00:00,42.92,22005.0,2443.69475
2014-11-10 07:00:00,50.13,24353.25,2626.23675
2014-11-10 08:00:00,50.43,25263.25,3543.2607500000004
2014-11-10 09:00:00,50.06,25400.75,4979.05325
2014-11-10 10:00:00,49.97,25789.75,6267.461499999999
2014-11-10 11:00:00,49.73,26175.25,7022.56275
2014-11-10 12:00:00,50.04,26063.25,7298.89675
2014-11-10 13:00:00,48.72,25964.25,6778.04025
2014-11-10 14:00:00,48.44,25632.75,5633.3705
2014-11-10 15:00:00,48.62,25387.25,4241.62825
2014-11-10 16:00:00,47.99,25301.0,3486.4500000000003
2014-11-10 17:00:00,53.53,26150.0,3768.13075
2014-11-10 18:00:00,52.96,26095.25,4339.66
2014-11-10 19:00:00,49.91,25599.25,4777.6775
2014-11-10 20:00:00,44.96,24214.0,4946.415
2014-11-10 21:00:00,33.44,23036.25,4896.9975
2014-11-10 22:00:00,30.9,21677.0,4694.9
2014-11-10 23:00:00,28.14,19942.25,4343.575
2014-11-11 00:00:00,30.04,18608.25,3601.6225
2014-11-11 01:00:00,28.81,18057.25,3310.2
2014-11-11 02:00:00,27.25,17890.25,3119.23
2014-11-11 03:00:00,25.6,18142.25,2993.075
2014-11-11 04:00:00,25.44,18647.5,2906.84
2014-11-11 05:00:00,27.98,19774.5,2878.0025
2014-11-11 06:00:00,31.29,22841.75,2943.69
2014-11-11 07:00:00,41.13,24982.25,3108.3335
2014-11-11 08:00:00,42.72,25662.0,4445.84625
2014-11-11 09:00:00,42.87,25731.25,6808.75575
2014-11-11 10:00:00,38.62,26120.75,8838.90075
2014-11-11 11:00:00,41.63,26492.0,9948.472
2014-11-11 12:00:00,43.11,26439.25,10041.535
2014-11-11 13:00:00,40.43,26335.25,9289.50975
2014-11-11 14:00:00,38.29,25919.75,8065.185
2014-11-11 15:00:00,39.28,25688.0,6663.91275
2014-11-11 16:00:00,42.01,25626.25,6372.81325
2014-11-11 17:00:00,46.32,26429.5,7350.183
2014-11-11 18:00:00,48.65,26397.25,8322.3975
2014-11-11 19:00:00,44.98,25853.75,8761.1025
2014-11-11 20:00:00,37.79,24524.0,8606.6775
2014-11-11 21:00:00,31.63,23190.75,8179.905
2014-11-11 22:00:00,29.76,21730.0,7775.4675
2014-11-11 23:00:00,25.74,20015.75,7547.1625
2014-11-12 00:00:00,25.14,18454.75,7265.3125
2014-11-12 01:00:00,22.15,17858.75,7156.595
2014-11-12 02:00:00,18.28,17599.0,6916.0375
2014-11-12 03:00:00,14.6,17858.75,6561.1175
2014-11-12 04:00:00,19.92,18374.0,6143.29
2014-11-12 05:00:00,24.73,19520.25,5734.38
2014-11-12 06:00:00,32.38,22628.25,5334.07
2014-11-12 07:00:00,46.68,24860.75,5089.30675
2014-11-12 08:00:00,47.14,25605.5,5926.807500000001
2014-11-12 09:00:00,45.96,25603.0,7632.0025
2014-11-12 10:00:00,44.94,25898.25,8983.67125
2014-11-12 11:00:00,46.04,26216.25,9543.051
2014-11-12 12:00:00,44.96,26138.0,9231.73
2014-11-12 13:00:00,46.98,25934.75,7885.721
2014-11-12 14:00:00,47.12,25548.0,5845.047500000001
2014-11-12 15:00:00,49.15,25284.5,3453.47775
2014-11-12 16:00:00,49.94,25113.25,2059.44475
2014-11-12 17:00:00,60.7,25988.75,1887.465
2014-11-12 18:00:00,68.13,26180.0,1916.35
2014-11-12 19:00:00,57.81,25513.5,1930.87
2014-11-12 20:00:00,49.51,24182.25,1852.6325
2014-11-12 21:00:00,42.5,22971.0,1751.8725
2014-11-12 22:00:00,34.39,21580.25,1684.1775
2014-11-12 23:00:00,29.92,19888.75,1665.415
2014-11-13 00:00:00,29.41,19225.25,1162.19
2014-11-13 01:00:00,28.11,18624.5,1063.93
2014-11-13 02:00:00,26.88,18443.25,964.8625
2014-11-13 03:00:00,24.95,18610.75,871.685
2014-11-13 04:00:00,26.55,19114.75,799.6425
2014-11-13 05:00:00,28.22,20234.75,765.8375
2014-11-13 06:00:00,38.39,23112.5,716.37
2014-11-13 07:00:00,54.09,25124.25,687.2802499999999
2014-11-13 08:00:00,53.9,25729.75,917.7415
2014-11-13 09:00:00,55.0,25861.0,1686.94375
2014-11-13 10:00:00,54.27,26284.25,2532.9705
2014-11-13 11:00:00,53.8,26592.5,3105.7645
2014-11-13 12:00:00,51.62,26560.5,3331.3265
2014-11-13 13:00:00,49.91,26427.5,3104.0545
2014-11-13 14:00:00,47.42,26000.25,2448.4972500000003
2014-11-13 15:00:00,47.01,25518.25,1595.25425
2014-11-13 16:00:00,48.05,25308.5,1036.66175
2014-11-13 17:00:00,58.01,26312.5,1128.9725
2014-11-13 18:00:00,58.93,26362.25,1416.5375
2014-11-13 19:00:00,52.97,25641.75,1625.7375
2014-11-13 20:00:00,47.18,24316.25,1875.05
2014-11-13 21:00:00,37.93,23323.25,2099.96
2014-11-13 22:00:00,33.85,22105.5,2228.08
2014-11-13 23:00:00,30.59,20580.25,2354.8475
2014-11-14 00:00:00,29.58,19127.75,2316.7225
2014-11-14 01:00:00,27.93,18504.75,2663.71
2014-11-14 02:00:00,26.34,18244.25,2963.81
2014-11-14 03:00:00,25.35,18497.5,3307.495
2014-11-14 04:00:00,25.97,18986.5,3716.3425
2014-11-14 05:00:00,28.0,20077.75,4112.24
2014-11-14 06:00:00,35.13,22969.0,4504.7875
2014-11-14 07:00:00,47.3,25144.25,4993.51625
2014-11-14 08:00:00,47.91,25973.25,6301.04375
2014-11-14 09:00:00,46.21,26116.0,8506.71275
2014-11-14 10:00:00,45.2,26456.0,10701.166
2014-11-14 11:00:00,44.03,26725.5,12175.339
2014-11-14 12:00:00,40.26,26599.75,12814.2415
2014-11-14 13:00:00,38.92,26197.25,12479.06625
2014-11-14 14:00:00,34.41,25651.0,11358.8925
2014-11-14 15:00:00,37.0,25329.25,9919.04825
2014-11-14 16:00:00,39.98,25260.5,9281.95325
2014-11-14 17:00:00,46.93,26087.5,9508.195
2014-11-14 18:00:00,45.93,26065.0,9904.4775
2014-11-14 19:00:00,42.25,25202.0,9970.6825
2014-11-14 20:00:00,32.92,23784.25,9693.6825
2014-11-14 21:00:00,31.3,22621.75,9379.31
2014-11-14 22:00:00,30.54,21522.25,8840.6675
2014-11-14 23:00:00,28.2,20106.5,8410.5575
2014-11-15 00:00:00,26.73,18396.5,9223.0125
2014-11-15 01:00:00,26.02,17703.5,8954.815
2014-11-15 02:00:00,25.56,17323.25,8780.43
2014-11-15 03:00:00,21.95,17356.5,8559.4875
2014-11-15 04:00:00,20.0,17481.75,8493.91
2014-11-15 05:00:00,21.77,17584.5,8407.4425
2014-11-15 06:00:00,24.93,18273.75,8259.7375
2014-11-15 07:00:00,28.01,19523.75,8186.543750000001
2014-11-15 08:00:00,30.01,20794.0,8771.17025
2014-11-15 09:00:00,32.68,21721.25,9966.49175
2014-11-15 10:00:00,33.69,22280.5,10965.33375
2014-11-15 11:00:00,34.65,22403.5,11440.236
2014-11-15 12:00:00,36.1,22193.75,11230.15475
2014-11-15 13:00:00,32.99,21703.0,10263.80125
2014-11-15 14:00:00,31.42,21183.0,8905.44975
2014-11-15 15:00:00,31.03,20971.0,7362.4985
2014-11-15 16:00:00,32.79,21161.75,6519.5995
2014-11-15 17:00:00,41.28,22313.25,6307.7425
2014-11-15 18:00:00,44.94,22595.25,6192.19
2014-11-15 19:00:00,43.11,21878.75,6023.5625
2014-11-15 20:00:00,40.3,20647.25,5693.6475
2014-11-15 21:00:00,33.57,19772.5,5323.51
2014-11-15 22:00:00,31.9,19133.75,5031.57
2014-11-15 23:00:00,27.94,18024.75,4868.6125
2014-11-16 00:00:00,25.0,16941.25,4483.3375
2014-11-16 01:00:00,20.01,16253.25,4367.9575
2014-11-16 02:00:00,18.04,15931.0,4399.3025
2014-11-16 03:00:00,13.92,15902.25,4428.2025
2014-11-16 04:00:00,14.42,16006.0,4471.325
2014-11-16 05:00:00,15.96,15960.25,4547.795
2014-11-16 06:00:00,14.0,16168.5,4701.3075
2014-11-16 07:00:00,14.99,16908.0,4819.44675
2014-11-16 08:00:00,21.85,17932.75,5150.4615
2014-11-16 09:00:00,27.38,18912.25,5688.6325
2014-11-16 10:00:00,29.47,19732.25,6300.69275
2014-11-16 11:00:00,31.15,20458.75,6870.462750000001
2014-11-16 12:00:00,32.61,20565.75,7202.8405
2014-11-16 13:00:00,29.36,20019.75,7231.96025
2014-11-16 14:00:00,26.85,19538.75,6949.79825
2014-11-16 15:00:00,25.35,19368.25,6430.886
2014-11-16 16:00:00,28.42,19665.75,6114.87275
2014-11-16 17:00:00,33.08,21025.0,5999.3275
2014-11-16 18:00:00,38.99,21601.5,5919.255
2014-11-16 19:00:00,40.0,21217.75,5854.325
2014-11-16 20:00:00,38.4,20419.75,5680.7225
2014-11-16 21:00:00,30.97,19777.25,5447.3175
2014-11-16 22:00:00,33.04,19384.75,5167.3725
2014-11-16 23:00:00,28.08,18148.75,4907.8475
2014-11-17 00:00:00,24.49,17392.75,3483.6075
2014-11-17 01:00:00,21.98,16892.5,3198.225
2014-11-17 02:00:00,21.52,16752.75,3021.4625
2014-11-17 03:00:00,15.23,16983.0,2966.7325
2014-11-17 04:00:00,16.08,17614.75,2991.2575
2014-11-17 05:00:00,24.42,18944.0,3026.225
2014-11-17 06:00:00,38.23,22298.5,3007.825
2014-11-17 07:00:00,51.32,24696.5,3030.8227500000003
2014-11-17 08:00:00,54.29,25598.0,3790.49975
2014-11-17 09:00:00,53.4,25718.25,5801.52125
2014-11-17 10:00:00,52.43,26068.0,8003.42325
2014-11-17 11:00:00,53.79,26398.5,9026.6435
2014-11-17 12:00:00,51.98,26281.25,8949.6795
2014-11-17 13:00:00,54.15,26157.5,7801.809999999999
2014-11-17 14:00:00,56.25,25809.5,5893.484
2014-11-17 15:00:00,54.97,25566.5,3805.1095
2014-11-17 16:00:00,57.41,25468.0,3072.34875
2014-11-17 17:00:00,64.0,26384.0,3600.375
2014-11-17 18:00:00,67.52,26460.5,4166.29
2014-11-17 19:00:00,54.99,25808.75,4429.9875
2014-11-17 20:00:00,49.78,24461.5,4320.5675
2014-11-17 21:00:00,42.07,23265.25,4053.98
2014-11-17 22:00:00,35.2,21891.0,3828.37
2014-11-17 23:00:00,30.6,20166.5,3682.745
2014-11-18 00:00:00,29.77,18334.0,4134.32
2014-11-18 01:00:00,29.21,17742.25,4196.5975
2014-11-18 02:00:00,28.09,17535.0,4266.37
2014-11-18 03:00:00,26.66,17797.25,4252.8825
2014-11-18 04:00:00,28.06,18260.25,4268.255
2014-11-18 05:00:00,30.73,19301.75,4310.5425
2014-11-18 06:00:00,43.3,22095.75,4307.2375
2014-11-18 07:00:00,53.5,24198.0,4351.887500000001
2014-11-18 08:00:00,55.5,25015.25,4630.647
2014-11-18 09:00:00,54.99,25124.5,5178.08125
2014-11-18 10:00:00,54.76,25530.0,5836.75375
2014-11-18 11:00:00,54.96,25888.75,6262.44175
2014-11-18 12:00:00,52.88,25869.0,6315.39725
2014-11-18 13:00:00,52.76,25723.0,5922.291
2014-11-18 14:00:00,54.5,25335.0,5315.452
2014-11-18 15:00:00,54.75,25027.0,4748.26725
2014-11-18 16:00:00,57.02,24882.5,4424.8955
2014-11-18 17:00:00,61.68,25858.75,4283.635
2014-11-18 18:00:00,63.3,25894.5,4189.095
2014-11-18 19:00:00,56.47,25335.75,4033.7725
2014-11-18 20:00:00,49.96,23929.0,3768.705
2014-11-18 21:00:00,46.08,22694.0,3488.51
2014-11-18 22:00:00,35.62,21292.5,3277.6975
2014-11-18 23:00:00,31.71,19654.0,3177.6125
2014-11-19 00:00:00,31.11,18382.5,3659.98
2014-11-19 01:00:00,30.33,17863.0,3502.4775
2014-11-19 02:00:00,29.42,17636.0,3285.6875
2014-11-19 03:00:00,28.54,17892.75,3048.58
2014-11-19 04:00:00,29.65,18353.75,2787.17
2014-11-19 05:00:00,33.01,19383.75,2519.7825
2014-11-19 06:00:00,43.96,22403.0,2237.935
2014-11-19 07:00:00,55.19,24526.25,1972.84025
2014-11-19 08:00:00,59.94,25229.0,1874.32925
2014-11-19 09:00:00,60.0,25226.25,2163.60575
2014-11-19 10:00:00,58.75,25547.5,2671.2645
2014-11-19 11:00:00,57.78,25876.5,3035.0730000000003
2014-11-19 12:00:00,54.41,25878.0,3068.30475
2014-11-19 13:00:00,54.32,25757.75,2646.4755
2014-11-19 14:00:00,52.98,25442.25,1929.43675
2014-11-19 15:00:00,50.5,25224.5,1267.822
2014-11-19 16:00:00,53.05,25228.0,860.691
2014-11-19 17:00:00,60.36,26350.75,738.4925
2014-11-19 18:00:00,66.97,26336.25,741.9925
2014-11-19 19:00:00,59.45,25536.75,774.155
2014-11-19 20:00:00,52.26,24252.0,710.4225
2014-11-19 21:00:00,47.26,22965.25,659.9425
2014-11-19 22:00:00,40.38,21590.75,616.4925
2014-11-19 23:00:00,32.24,19939.5,598.835
2014-11-20 00:00:00,33.54,18690.5,507.3975
2014-11-20 01:00:00,31.4,18150.75,519.2875
2014-11-20 02:00:00,30.74,17935.75,470.3375
2014-11-20 03:00:00,30.09,18189.75,436.6875
2014-11-20 04:00:00,30.33,18631.0,455.24
2014-11-20 05:00:00,32.51,19636.0,466.8425
2014-11-20 06:00:00,44.75,22589.5,468.1525
2014-11-20 07:00:00,58.69,24754.0,490.094
2014-11-20 08:00:00,58.13,25452.0,797.36075
2014-11-20 09:00:00,56.37,25498.0,2166.246
2014-11-20 10:00:00,53.86,25822.5,3977.888
2014-11-20 11:00:00,52.06,26180.5,5254.78975
2014-11-20 12:00:00,48.11,26193.25,5539.76225
2014-11-20 13:00:00,48.5,26067.75,4772.766
2014-11-20 14:00:00,49.97,25738.5,3283.74125
2014-11-20 15:00:00,50.57,25496.25,1660.38975
2014-11-20 16:00:00,56.48,25509.75,728.14175
2014-11-20 17:00:00,57.93,26595.25,653.6975
2014-11-20 18:00:00,61.47,26440.25,770.1575
2014-11-20 19:00:00,58.34,25651.5,869.145
2014-11-20 20:00:00,52.74,24329.5,906.46
2014-11-20 21:00:00,46.85,23014.75,928.235
2014-11-20 22:00:00,41.95,21696.0,941.2825
2014-11-20 23:00:00,32.92,20093.0,983.895
2014-11-21 00:00:00,32.16,19204.0,1228.0
2014-11-21 01:00:00,31.06,18571.75,1248.825
2014-11-21 02:00:00,30.82,18332.25,1273.865
2014-11-21 03:00:00,30.3,18544.0,1366.9325
2014-11-21 04:00:00,30.63,18981.0,1476.1975
2014-11-21 05:00:00,32.05,19968.25,1585.055
2014-11-21 06:00:00,43.97,22745.0,1655.0675
2014-11-21 07:00:00,52.41,24931.5,1732.746
2014-11-21 08:00:00,55.32,25765.5,2134.158
2014-11-21 09:00:00,55.17,25859.75,3734.636
2014-11-21 10:00:00,54.38,26127.75,5618.107
2014-11-21 11:00:00,53.3,26331.5,7090.3685
2014-11-21 12:00:00,53.94,26241.25,7571.7675
2014-11-21 13:00:00,51.49,25856.75,6856.89325
2014-11-21 14:00:00,48.99,25375.25,5257.3365
2014-11-21 15:00:00,50.38,25165.75,3485.5755
2014-11-21 16:00:00,52.05,25337.75,2738.46175
2014-11-21 17:00:00,55.26,26265.0,2959.62
2014-11-21 18:00:00,55.37,26047.25,3329.3725
2014-11-21 19:00:00,52.85,25184.5,3561.6775
2014-11-21 20:00:00,47.51,23765.0,3615.625
2014-11-21 21:00:00,39.44,22639.0,3573.7925
2014-11-21 22:00:00,35.15,21640.75,3531.79
2014-11-21 23:00:00,31.42,20265.75,3510.7875
2014-11-22 00:00:00,31.74,18881.25,3277.0725
2014-11-22 01:00:00,31.19,18241.75,3285.85
2014-11-22 02:00:00,31.07,17834.75,3379.945
2014-11-22 03:00:00,30.57,17838.25,3459.005
2014-11-22 04:00:00,30.27,17926.0,3544.49
2014-11-22 05:00:00,30.64,17943.0,3642.71
2014-11-22 06:00:00,31.06,18541.0,3776.93
2014-11-22 07:00:00,33.57,19683.5,4023.015
2014-11-22 08:00:00,39.5,20914.0,4790.53
2014-11-22 09:00:00,40.2,21875.25,6643.812250000001
2014-11-22 10:00:00,38.71,22446.25,8647.033
